Strain,Stress (MPa)
0.000780228,121.6796788
0.000781369,121.7514956
0.000782509,121.8233125
0.00078365,121.8951294
0.000784791,121.9669463
0.000785931,122.0387631
0.000787072,122.11058
0.000788213,122.1823969
0.000789353,122.2542137
0.000790494,122.3260306
0.000791635,122.3978475
0.000792776,122.4696644
0.000793916,122.5414812
0.000795057,122.6132981
0.000796198,122.685115
0.000797338,122.7569319
0.000798479,122.8287487
0.00079962,122.9005656
0.00080076,122.9723825
0.000801901,123.0441994
0.000803042,123.1160162
0.000804183,123.1878331
0.000805323,123.25965
0.000806464,123.3314668
0.000807605,123.4032837
0.000808745,123.4751006
0.000809886,123.5469175
0.000811027,123.6187343
0.000812167,123.6905512
0.000813308,123.7623681
0.000814449,123.834185
0.00081559,123.9060018
0.00081673,123.9778187
0.000817871,124.0496356
0.000819012,124.1214525
0.000820152,124.1932693
0.000821293,124.2650862
0.000822434,124.3369031
0.000823574,124.4087199
0.000824715,124.4805368
0.000825856,124.5523537
0.000826996,124.6241706
0.000828137,124.6959874
0.000829278,124.7678043
0.000830418,124.8396212
0.000831559,124.9114381
0.0008327,124.9832549
0.00083384,125.0550718
0.000834981,125.1268887
0.000836122,125.1987056
0.000837262,125.2705224
0.000838403,125.3423393
0.000839544,125.4141562
0.000840684,125.485973
0.000841825,125.5577899
0.000842966,125.6296068
0.000844106,125.7014237
0.000845247,125.7732405
0.000846388,125.8450574
0.000847528,125.9168743
0.000848669,125.9886912
0.00084981,126.060508
0.00085095,126.1323249
0.000852091,126.2041418
0.000853232,126.2759587
0.000854372,126.3477755
0.000855513,126.4195924
0.000856654,126.4626168
0.000857794,126.5056413
0.000858935,126.5486657
0.000860076,126.5916902
0.000861217,126.6347146
0.000862357,126.677739
0.000863498,126.7207635
0.000864639,126.7637879
0.000865779,126.8068124
0.00086692,126.8498368
0.000868061,126.8928612
0.000869201,126.9358857
0.000870342,126.9789101
0.000871483,127.0219346
0.000872624,127.064959
0.000873764,127.1079834
0.000874905,127.1510079
0.000876046,127.1940323
0.000877186,127.2370568
0.000878327,127.2800812
0.000879468,127.3231056
0.000880608,127.3661301
0.000881749,127.4091545
0.00088289,127.452179
0.000884031,127.4952034
0.000885171,127.5382278
0.000886312,127.5812523
0.000887453,127.6242767
0.000888593,127.6673012
0.000889734,127.7103256
0.000890494,127.767801
0.000891255,127.8252764
0.000892015,127.8827518
0.000892776,127.9402272
0.000893536,127.9977026
0.000894297,128.055178
0.000895057,128.1126534
0.000895818,128.1701287
0.000896578,128.2276041
0.000897339,128.2850795
0.000898099,128.3425549
0.00089886,128.4000303
0.00089962,128.4575057
0.000900381,128.5149811
0.000901141,128.5724565
0.000901901,128.6299319
0.000902662,128.6874073
0.000903422,128.7448827
0.000904183,128.8023581
0.000904943,128.8598335
0.000905704,128.9173089
0.000906464,128.9747843
0.000907225,129.0322596
0.000907985,129.089735
0.000908746,129.1472104
0.000909506,129.2046858
0.000910267,129.2621612
0.000911027,129.3196366
0.000911788,129.377112
0.000912548,129.4345874
0.000913689,129.4920081
0.000914829,129.5494287
0.00091597,129.6068494
0.000917111,129.66427
0.000918251,129.7216907
0.000919392,129.7791113
0.000920533,129.836532
0.000921673,129.8939527
0.000922814,129.9513733
0.000923955,130.008794
0.000925095,130.0662146
0.000926236,130.1236353
0.000927377,130.1810559
0.000928517,130.2384766
0.000929658,130.2958973
0.000930799,130.3533179
0.000931939,130.4107386
0.00093308,130.4681592
0.000934221,130.5255799
0.000935361,130.5830005
0.000936502,130.6404212
0.000937643,130.6978418
0.000938783,130.7552625
0.000939924,130.8126832
0.000941065,130.8701038
0.000942205,130.9275245
0.000943346,130.9849451
0.000944487,131.0423658
0.000945627,131.0997864
0.000946768,131.1572071
0.000948289,131.2289692
0.00094981,131.3007314
0.000951331,131.3724935
0.000952852,131.4442556
0.000954372,131.5160178
0.000955893,131.5877799
0.000957414,131.659542
0.000958935,131.7313042
0.000960456,131.8030663
0.000961977,131.8748284
0.000963498,131.9465906
0.000965019,132.0183527
0.00096654,132.0901148
0.000968061,132.161877
0.000969582,132.2336391
0.000971102,132.3054012
0.000972623,132.3771634
0.000974144,132.4489255
0.000975665,132.5206876
0.000977186,132.5924498
0.000978707,132.6642119
0.000980228,132.735974
0.000981749,132.8077362
0.00098327,132.8794983
0.000984791,132.9512604
0.000986311,133.0230226
0.000987832,133.0947847
0.000989353,133.1665468
0.000990874,133.238309
0.000992395,133.3100711
0.000993916,133.3818332
0.000995437,133.4535954
0.000996958,133.5253575
0.000998479,133.5971196
0.001,133.6688818
0.001001521,133.7406439
0.001003042,133.8124061
0.001004562,133.8841682
0.001006083,133.9559303
0.001007604,134.0276925
0.001009125,134.0994546
0.001010646,134.1712167
0.001012167,134.2429789
0.001013688,134.314741
0.001015209,134.3865032
0.00101673,134.4582653
0.001018251,134.5300274
0.001019772,134.6017896
0.001021293,134.6735517
0.001022814,134.7453138
0.001024335,134.817076
0.001025856,134.8888381
0.001027376,134.9606002
0.001028897,135.0323624
0.001030418,135.1041245
0.001031939,135.1758867
0.00103346,135.2476488
0.001034981,135.3194109
0.001036502,135.3911731
0.001038023,135.4629352
0.001039164,135.5203559
0.001040304,135.5777765
0.001041445,135.6351972
0.001042586,135.6926178
0.001043726,135.7500385
0.001044867,135.8074591
0.001046008,135.8648798
0.001047148,135.9223004
0.001048289,135.9797211
0.00104943,136.0371417
0.00105057,136.0945624
0.001051711,136.151983
0.001052852,136.2094037
0.001053992,136.2668243
0.001055133,136.324245
0.001056274,136.3816657
0.001057414,136.4390863
0.001058555,136.496507
0.001059696,136.5539276
0.001060836,136.6113483
0.001061977,136.6687689
0.001063118,136.7261896
0.001064258,136.7836102
0.001065399,136.8410309
0.00106654,136.8984515
0.00106768,136.9558722
0.001068821,137.0132928
0.001069962,137.0707135
0.001071102,137.1281341
0.001072243,137.1855548
0.001073764,137.2285245
0.001075285,137.2714942
0.001076806,137.3144639
0.001078327,137.3574336
0.001079848,137.4004033
0.001081369,137.443373
0.00108289,137.4863427
0.00108441,137.5293124
0.001085931,137.5722821
0.001087452,137.6152518
0.001088973,137.6582215
0.001090494,137.7011912
0.001092015,137.7441609
0.001093536,137.7871306
0.001095057,137.8301003
0.001096578,137.87307
0.001098099,137.9160397
0.00109962,137.9590094
0.001101141,138.0019791
0.001102662,138.0449488
0.001104183,138.0879185
0.001105704,138.1308882
0.001107224,138.1738579
0.001108745,138.2168276
0.001110266,138.2597973
0.001111787,138.302767
0.001113308,138.3457367
0.001114829,138.3887064
0.00111635,138.4316761
0.001117871,138.4746458
0.001119392,138.5464079
0.001120913,138.6181701
0.001122434,138.6899322
0.001123955,138.7616943
0.001125476,138.8334565
0.001126996,138.9052186
0.001128517,138.9769808
0.001130038,139.0487429
0.001131559,139.120505
0.00113308,139.1922672
0.001134601,139.2640293
0.001136122,139.3357914
0.001137643,139.4075536
0.001139164,139.4793157
0.001140685,139.5510779
0.001142205,139.62284
0.001143726,139.6946021
0.001145247,139.7663643
0.001146768,139.8381264
0.001148289,139.9098885
0.00114981,139.9816507
0.001151331,140.0534128
0.001152852,140.1251749
0.001154373,140.1969371
0.001155894,140.2686992
0.001157414,140.3404614
0.001158935,140.4122235
0.001160456,140.4839856
0.001161977,140.5557478
0.001163498,140.6275099
0.001165019,140.6704796
0.00116654,140.7134493
0.001168061,140.756419
0.001169582,140.7993887
0.001171103,140.8423584
0.001172623,140.8853281
0.001174144,140.9282978
0.001175665,140.9712675
0.001177186,141.0142372
0.001178707,141.0572069
0.001180228,141.1001766
0.001181749,141.1431463
0.00118327,141.186116
0.001184791,141.2290857
0.001186312,141.2720554
0.001187832,141.315025
0.001189353,141.3579947
0.001190874,141.4009644
0.001192395,141.4439341
0.001193916,141.4869038
0.001195437,141.5298735
0.001196958,141.5728432
0.001198479,141.6158129
0.0012,141.6587826
0.001201521,141.7017523
0.001203041,141.744722
0.001204562,141.7876917
0.001206083,141.8306614
0.001207604,141.8736311
0.001209125,141.9166008
0.001210266,141.9596252
0.001211406,142.0026497
0.001212547,142.0456741
0.001213688,142.0886986
0.001214829,142.131723
0.001215969,142.1747474
0.00121711,142.2177719
0.001218251,142.2607963
0.001219391,142.3038208
0.001220532,142.3468452
0.001221673,142.3898696
0.001222813,142.4328941
0.001223954,142.4759185
0.001225095,142.518943
0.001226236,142.5619674
0.001227376,142.6049918
0.001228517,142.6480163
0.001229658,142.6910407
0.001230798,142.7340652
0.001231939,142.7770896
0.00123308,142.820114
0.00123422,142.8631385
0.001235361,142.9061629
0.001236502,142.9491874
0.001237643,142.9922118
0.001238783,143.0352362
0.001239924,143.0782607
0.001241065,143.1212851
0.001242205,143.1643096
0.001243346,143.207334
0.001244487,143.2503584
0.001245627,143.2933829
0.001246768,143.3364073
0.001247909,143.3794317
0.00124905,143.4224562
0.00125019,143.4654806
0.001251331,143.5085051
0.001252472,143.5515295
0.001253612,143.5945539
0.001254753,143.6375784
0.001255894,143.6806028
0.001257034,143.7236272
0.001258175,143.7666517
0.001259316,143.8096761
0.001260457,143.8527006
0.001261597,143.895725
0.001262738,143.9387494
0.001263879,143.9817739
0.001265019,144.0247983
0.00126616,144.0678227
0.001267301,144.1108472
0.001268441,144.1538716
0.001269582,144.196896
0.001270723,144.2399205
0.001271864,144.2829449
0.001273004,144.3259694
0.001274145,144.3689938
0.001275286,144.4120182
0.001276426,144.4550427
0.001277567,144.4980671
0.001279088,144.5410368
0.001280609,144.5840065
0.00128213,144.6269762
0.001283651,144.6699459
0.001285172,144.7129156
0.001286692,144.7558853
0.001288213,144.798855
0.001289734,144.8418247
0.001291255,144.8847944
0.001292776,144.9277641
0.001294297,144.9707338
0.001295818,145.0137035
0.001297339,145.0566732
0.00129886,145.0996429
0.001300381,145.1426126
0.001301901,145.1855823
0.001303422,145.228552
0.001304943,145.2715217
0.001306464,145.3144914
0.001307985,145.3574611
0.001309506,145.4004308
0.001311027,145.4434005
0.001312548,145.4863702
0.001314069,145.5293399
0.00131559,145.5723096
0.00131711,145.6152793
0.001318631,145.658249
0.001320152,145.7012187
0.001321673,145.7441884
0.001323194,145.7871581
0.001325095,145.8300731
0.001326996,145.872988
0.001328897,145.915903
0.001330799,145.9588179
0.0013327,146.0017329
0.001334601,146.0446479
0.001336502,146.0875628
0.001338403,146.1304778
0.001340304,146.1733927
0.001342205,146.2163077
0.001344106,146.2592227
0.001346008,146.3021376
0.001347909,146.3450526
0.00134981,146.3879675
0.001351711,146.4308825
0.001353612,146.4737975
0.001355513,146.5167124
0.001357414,146.5596274
0.001359316,146.6025423
0.001361217,146.6454573
0.001363118,146.6883723
0.001365019,146.7312872
0.00136692,146.7742022
0.001368821,146.8171171
0.001370722,146.8600321
0.001372623,146.9029471
0.001374525,146.945862
0.001376426,146.988777
0.001378327,147.0316919
0.001380228,147.0746069
0.001382129,147.1319181
0.00138403,147.1892293
0.001385931,147.2465404
0.001387833,147.3038516
0.001389734,147.3611628
0.001391635,147.418474
0.001393536,147.4757852
0.001395437,147.5330963
0.001397338,147.5904075
0.001399239,147.6477187
0.00140114,147.7050299
0.001403042,147.7623411
0.001404943,147.8196522
0.001406844,147.8769634
0.001408745,147.9342746
0.001410646,147.9915858
0.001412547,148.048897
0.001414448,148.1062081
0.00141635,148.1635193
0.001418251,148.2208305
0.001420152,148.2781417
0.001422053,148.3354529
0.001423954,148.392764
0.001425855,148.4500752
0.001427756,148.5073864
0.001429657,148.5646976
0.001431559,148.6220088
0.00143346,148.6793199
0.001435361,148.7366311
0.001437262,148.7939423
0.001438783,148.8225158
0.001440304,148.8510893
0.001441825,148.8796627
0.001443346,148.9082362
0.001444867,148.9368097
0.001446388,148.9653832
0.001447909,148.9939567
0.001449429,149.0225301
0.00145095,149.0511036
0.001452471,149.0796771
0.001453992,149.1082506
0.001455513,149.1368241
0.001457034,149.1653975
0.001458555,149.193971
0.001460076,149.2225445
0.001461597,149.251118
0.001463118,149.2796915
0.001464639,149.3082649
0.00146616,149.3368384
0.001467681,149.3654119
0.001469202,149.3939854
0.001470723,149.4225589
0.001472243,149.4511323
0.001473764,149.4797058
0.001475285,149.5082793
0.001476806,149.5368528
0.001478327,149.5654263
0.001479848,149.5939997
0.001481369,149.6225732
0.00148289,149.6511467
0.001484411,149.6797202
0.001485932,149.7082937
0.001487453,149.7368672
0.001488974,149.7654406
0.001490495,149.7940141
0.001492015,149.8225876
0.001493536,149.8511611
0.001495057,149.8797346
0.001496578,149.9083081
0.001498099,149.9368815
0.00149962,149.965455
0.001501141,149.9940285
0.001502662,150.022602
0.001504183,150.0511755
0.001505704,150.079749
0.001507224,150.1083224
0.001508745,150.1368959
0.001510266,150.1654694
0.001511787,150.1940429
0.001513308,150.2226164
0.001514829,150.2511899
0.00151635,150.2797633
0.001517871,150.3083368
0.001519392,150.3369103
0.001520913,150.3654838
0.001522433,150.3940573
0.001523954,150.4226308
0.001525475,150.4512042
0.001526996,150.4797777
0.001528517,150.5083512
0.001529658,150.5513756
0.001530798,150.5944001
0.001531939,150.6374245
0.00153308,150.6804489
0.001534221,150.7234734
0.001535361,150.7664978
0.001536502,150.8095223
0.001537643,150.8525467
0.001538783,150.8955711
0.001539924,150.9385956
0.001541065,150.98162
0.001542205,151.0246444
0.001543346,151.0676689
0.001544487,151.1106933
0.001545628,151.1537178
0.001546768,151.1967422
0.001547909,151.2397666
0.00154905,151.2827911
0.00155019,151.3258155
0.001551331,151.3688399
0.001552472,151.4118644
0.001553612,151.4548888
0.001554753,151.4979132
0.001555894,151.5409377
0.001557034,151.5839621
0.001558175,151.6269866
0.001559316,151.670011
0.001560457,151.7130354
0.001561597,151.7560599
0.001562738,151.7990843
0.001564259,151.8276578
0.00156578,151.8562313
0.001567301,151.8848048
0.001568822,151.9133782
0.001570343,151.9419517
0.001571863,151.9705252
0.001573384,151.9990987
0.001574905,152.0276722
0.001576426,152.0562457
0.001577947,152.0848191
0.001579468,152.1133926
0.001580989,152.1419661
0.00158251,152.1705396
0.001584031,152.1991131
0.001585551,152.2276866
0.001587072,152.25626
0.001588593,152.2848335
0.001590114,152.313407
0.001591635,152.3419805
0.001593156,152.370554
0.001594677,152.3991275
0.001596198,152.4277009
0.001597719,152.4562744
0.00159924,152.4848479
0.001600761,152.5134214
0.001602281,152.5419949
0.001603802,152.5705684
0.001605323,152.5991418
0.001606844,152.6277153
0.001608365,152.6562888
0.001609886,152.6848623
0.001611407,152.7134358
0.001612928,152.7420092
0.001614449,152.7705827
0.00161597,152.7991562
0.00161749,152.8277297
0.001619011,152.8563032
0.001620532,152.8848766
0.001622053,152.9134501
0.001623574,152.9420236
0.001625095,152.9705971
0.001626616,152.9991706
0.001628137,153.027744
0.001629658,153.0563175
0.001631179,153.084891
0.001632699,153.1134645
0.00163422,153.142038
0.001635741,153.1706114
0.001637262,153.1991849
0.001638783,153.2277584
0.001640304,153.2563319
0.001641825,153.2849054
0.001643346,153.3134788
0.001644867,153.3420523
0.001646388,153.3706258
0.001647908,153.3991993
0.001649429,153.4277728
0.00165095,153.4563462
0.001652471,153.4849197
0.001653992,153.5134932
0.001655893,153.5420119
0.001657794,153.5705307
0.001659696,153.5990494
0.001661597,153.6275682
0.001663498,153.6560869
0.001665399,153.6846057
0.0016673,153.7131244
0.001669201,153.7416431
0.001671103,153.7701619
0.001673004,153.7986806
0.001674905,153.8271994
0.001676806,153.8557181
0.001678707,153.8842369
0.001680608,153.9127556
0.00168251,153.9412744
0.001684411,153.9697931
0.001686312,153.9983118
0.001688213,154.0268306
0.001690114,154.0553493
0.001692015,154.0838681
0.001693917,154.1123868
0.001695818,154.1409056
0.001697719,154.1694243
0.00169962,154.197943
0.001701521,154.2264618
0.001703422,154.2549805
0.001705323,154.2834993
0.001707225,154.312018
0.001709126,154.3405368
0.001711027,154.3690555
0.001712548,154.397629
0.001714069,154.4262025
0.00171559,154.4547759
0.001717111,154.4833494
0.001718632,154.5119229
0.001720152,154.5404964
0.001721673,154.5690699
0.001723194,154.5976433
0.001724715,154.6262168
0.001726236,154.6547903
0.001727757,154.6833638
0.001729278,154.7119373
0.001730799,154.7405107
0.00173232,154.7690842
0.001733841,154.7976577
0.001735361,154.8262312
0.001736882,154.8548047
0.001738403,154.8833781
0.001739924,154.9119516
0.001741445,154.9405251
0.001742966,154.9690986
0.001744487,154.9976721
0.001746008,155.0262455
0.001747529,155.054819
0.00174905,155.0833925
0.00175057,155.111966
0.001752091,155.1405395
0.001753612,155.1691129
0.001755133,155.1976864
0.001756654,155.2262599
0.001758935,155.2547239
0.001761217,155.2831879
0.001763498,155.3116519
0.001765779,155.3401159
0.001768061,155.3685799
0.001770342,155.3970439
0.001772624,155.4255079
0.001774905,155.453972
0.001777186,155.482436
0.001779468,155.5109
0.001781749,155.539364
0.00178403,155.567828
0.001786312,155.596292
0.001788593,155.624756
0.001790875,155.65322
0.001793156,155.681684
0.001795437,155.710148
0.001797719,155.738612
0.0018,155.767076
0.001802281,155.79554
0.001804563,155.824004
0.001806844,155.852468
0.001809125,155.8809321
0.001811407,155.9093961
0.001813688,155.9378601
0.00181597,155.9663241
0.001818251,155.9947881
0.001820532,156.0232521
0.001822814,156.0517161
0.001825095,156.0801801
0.001826616,156.1087536
0.001828137,156.1373271
0.001829658,156.1659005
0.001831179,156.194474
0.0018327,156.2230475
0.00183422,156.251621
0.001835741,156.2801945
0.001837262,156.3087679
0.001838783,156.3373414
0.001840304,156.3659149
0.001841825,156.3944884
0.001843346,156.4230619
0.001844867,156.4516353
0.001846388,156.4802088
0.001847909,156.5087823
0.001849429,156.5373558
0.00185095,156.5659293
0.001852471,156.5945027
0.001853992,156.6230762
0.001855513,156.6516497
0.001857034,156.6802232
0.001858555,156.7087967
0.001860076,156.7373701
0.001861597,156.7659436
0.001863118,156.7945171
0.001864638,156.8230906
0.001866159,156.8516641
0.00186768,156.8802375
0.001869201,156.908811
0.001870722,156.9373845
0.001872623,156.9659032
0.001874524,156.994422
0.001876426,157.0229407
0.001878327,157.0514595
0.001880228,157.0799782
0.001882129,157.108497
0.00188403,157.1370157
0.001885931,157.1655344
0.001887833,157.1940532
0.001889734,157.2225719
0.001891635,157.2510907
0.001893536,157.2796094
0.001895437,157.3081282
0.001897338,157.3366469
0.00189924,157.3651657
0.001901141,157.3936844
0.001903042,157.4222031
0.001904943,157.4507219
0.001906844,157.4792406
0.001908745,157.5077594
0.001910647,157.5362781
0.001912548,157.5647969
0.001914449,157.5933156
0.00191635,157.6218343
0.001918251,157.6503531
0.001920152,157.6788718
0.001922054,157.7073906
0.001923955,157.7359093
0.001925856,157.7644281
0.001927757,157.7929468
0.001929658,157.8214655
0.001931559,157.8499843
0.00193346,157.878503
0.001935362,157.9070218
0.001937263,157.9355405
0.001939164,157.9640593
0.001941065,157.992578
0.001942966,158.0210967
0.001944867,158.0496155
0.001946768,158.0781342
0.001948669,158.106653
0.001950571,158.1351717
0.001952472,158.1636905
0.001954373,158.1922092
0.001956274,158.220728
0.001958175,158.2492467
0.001960076,158.2777654
0.001961977,158.3062842
0.001963879,158.3348029
0.00196578,158.3633217
0.001967681,158.3918404
0.001969582,158.4203592
0.001971483,158.4488779
0.001973384,158.4773966
0.001975285,158.5059154
0.001977186,158.5344341
0.001979088,158.5629529
0.001980989,158.5914716
0.00198289,158.6199904
0.001984791,158.6485091
0.001986312,158.6770826
0.001987833,158.7056561
0.001989354,158.7342296
0.001990875,158.762803
0.001992396,158.7913765
0.001993916,158.81995
0.001995437,158.8485235
0.001996958,158.877097
0.001998479,158.9056705
0.002,158.9342439
0.002001521,158.9628174
0.002003042,158.9913909
0.002004563,159.0199644
0.002006084,159.0485379
0.002007605,159.0771114
0.002009125,159.1056848
0.002010646,159.1342583
0.002012167,159.1628318
0.002013688,159.1914053
0.002015209,159.2199788
0.00201673,159.2485523
0.002018251,159.2771257
0.002019772,159.3056992
0.002021293,159.3342727
0.002022813,159.3628462
0.002024334,159.3914197
0.002025855,159.4199932
0.002027376,159.4485666
0.002028897,159.4771401
0.002030418,159.5057136
0.002032319,159.5198361
0.00203422,159.5339586
0.002036121,159.5480812
0.002038023,159.5622037
0.002039924,159.5763262
0.002041825,159.5904487
0.002043726,159.6045713
0.002045627,159.6186938
0.002047528,159.6328163
0.002049429,159.6469388
0.00205133,159.6610614
0.002053232,159.6751839
0.002055133,159.6893064
0.002057034,159.7034289
0.002058935,159.7175515
0.002060836,159.731674
0.002062737,159.7457965
0.002064638,159.759919
0.00206654,159.7740415
0.002068441,159.7881641
0.002070342,159.8022866
0.002072243,159.8164091
0.002074144,159.8305316
0.002076045,159.8446542
0.002077946,159.8587767
0.002079847,159.8728992
0.002081749,159.8870217
0.00208365,159.9011443
0.002085551,159.9152668
0.002087452,159.9293893
0.002089353,159.957908
0.002091254,159.9864268
0.002093156,160.0149455
0.002095057,160.0434643
0.002096958,160.071983
0.002098859,160.1005018
0.00210076,160.1290205
0.002102661,160.1575392
0.002104563,160.186058
0.002106464,160.2145767
0.002108365,160.2430955
0.002110266,160.2716142
0.002112167,160.300133
0.002114068,160.3286517
0.00211597,160.3571705
0.002117871,160.3856892
0.002119772,160.4142079
0.002121673,160.4427267
0.002123574,160.4712454
0.002125475,160.4997642
0.002127377,160.5282829
0.002129278,160.5568017
0.002131179,160.5853204
0.00213308,160.6138391
0.002134981,160.6423579
0.002136882,160.6708766
0.002138784,160.6993954
0.002140685,160.7279141
0.002142586,160.7564329
0.002144487,160.7849516
0.002146768,160.7990194
0.00214905,160.8130872
0.002151331,160.827155
0.002153612,160.8412227
0.002155894,160.8552905
0.002158175,160.8693583
0.002160457,160.8834261
0.002162738,160.8974939
0.002165019,160.9115617
0.002167301,160.9256295
0.002169582,160.9396973
0.002171863,160.953765
0.002174145,160.9678328
0.002176426,160.9819006
0.002178708,160.9959684
0.002180989,161.0100362
0.00218327,161.024104
0.002185552,161.0381718
0.002187833,161.0522395
0.002190114,161.0663073
0.002192396,161.0803751
0.002194677,161.0944429
0.002196958,161.1085107
0.00219924,161.1225785
0.002201521,161.1366463
0.002203803,161.1507141
0.002206084,161.1647818
0.002208365,161.1788496
0.002210647,161.1929174
0.002212928,161.2069852
0.002214829,161.2211077
0.00221673,161.2352303
0.002218631,161.2493528
0.002220533,161.2634753
0.002222434,161.2775978
0.002224335,161.2917204
0.002226236,161.3058429
0.002228137,161.3199654
0.002230038,161.3340879
0.002231939,161.3482105
0.00223384,161.362333
0.002235742,161.3764555
0.002237643,161.390578
0.002239544,161.4047006
0.002241445,161.4188231
0.002243346,161.4329456
0.002245247,161.4470682
0.002247148,161.4611907
0.00224905,161.4753132
0.002250951,161.4894357
0.002252852,161.5035583
0.002254753,161.5176808
0.002256654,161.5318033
0.002258555,161.5459258
0.002260456,161.5600484
0.002262357,161.5741709
0.002264259,161.5882934
0.00226616,161.6024159
0.002268061,161.6165385
0.002269962,161.630661
0.002271863,161.6447835
0.002273764,161.6589061
0.002275665,161.6730286
0.002277567,161.6871511
0.002279468,161.7012736
0.002281369,161.7153962
0.00228327,161.7295187
0.002285171,161.7436412
0.002287072,161.7577637
0.002288973,161.7718863
0.002290874,161.7860088
0.002292776,161.8001313
0.002294677,161.8142538
0.002296578,161.8283764
0.002298479,161.8424989
0.00230038,161.8566214
0.002302281,161.870744
0.002304182,161.8848665
0.002306084,161.898989
0.002307985,161.9131115
0.002309886,161.9272341
0.002311787,161.9413566
0.002313688,161.9554791
0.002315589,161.9696016
0.00231749,161.9837242
0.002319391,161.9978467
0.002321293,162.0119692
0.002323194,162.0260917
0.002325095,162.0402143
0.002326996,162.0543368
0.002329277,162.0828008
0.002331559,162.1112648
0.00233384,162.1397288
0.002336121,162.1681928
0.002338403,162.1966568
0.002340684,162.2251208
0.002342966,162.2535848
0.002345247,162.2820488
0.002347528,162.3105128
0.00234981,162.3389768
0.002352091,162.3674408
0.002354372,162.3959048
0.002356654,162.4243688
0.002358935,162.4528328
0.002361217,162.4812968
0.002363498,162.5097609
0.002365779,162.5382249
0.002368061,162.5666889
0.002370342,162.5951529
0.002372623,162.6236169
0.002374905,162.6520809
0.002377186,162.6805449
0.002379467,162.7090089
0.002381749,162.7374729
0.00238403,162.7659369
0.002386312,162.7944009
0.002388593,162.8228649
0.002390874,162.8513289
0.002393156,162.8797929
0.002395437,162.9082569
0.002397718,162.9223247
0.0024,162.9363925
0.002402281,162.9504603
0.002404562,162.964528
0.002406844,162.9785958
0.002409125,162.9926636
0.002411407,163.0067314
0.002413688,163.0207992
0.002415969,163.034867
0.002418251,163.0489348
0.002420532,163.0630026
0.002422813,163.0770703
0.002425095,163.0911381
0.002427376,163.1052059
0.002429657,163.1192737
0.002431939,163.1333415
0.00243422,163.1474093
0.002436502,163.1614771
0.002438783,163.1755448
0.002441064,163.1896126
0.002443346,163.2036804
0.002445627,163.2177482
0.002447908,163.231816
0.00245019,163.2458838
0.002452471,163.2599516
0.002454753,163.2740194
0.002457034,163.2880871
0.002459315,163.3021549
0.002461597,163.3162227
0.002463878,163.3302905
0.002466159,163.3587545
0.002468441,163.3872185
0.002470722,163.4156825
0.002473003,163.4441465
0.002475285,163.4726105
0.002477566,163.5010745
0.002479848,163.5295385
0.002482129,163.5580025
0.00248441,163.5864665
0.002486692,163.6149305
0.002488973,163.6433945
0.002491254,163.6718585
0.002493536,163.7003225
0.002495817,163.7287865
0.002498099,163.7572505
0.00250038,163.7857146
0.002502661,163.8141786
0.002504943,163.8426426
0.002507224,163.8711066
0.002509505,163.8995706
0.002511787,163.9280346
0.002514068,163.9564986
0.002516349,163.9849626
0.002518631,164.0134266
0.002520912,164.0418906
0.002523194,164.0703546
0.002525475,164.0988186
0.002527756,164.1272826
0.002530038,164.1557466
0.002532319,164.1842106
0.0025346,164.1982784
0.002536882,164.2123462
0.002539163,164.226414
0.002541444,164.2404818
0.002543726,164.2545496
0.002546007,164.2686173
0.002548289,164.2826851
0.00255057,164.2967529
0.002552851,164.3108207
0.002555133,164.3248885
0.002557414,164.3389563
0.002559695,164.3530241
0.002561977,164.3670919
0.002564258,164.3811597
0.00256654,164.3952275
0.002568821,164.4092952
0.002571102,164.423363
0.002573384,164.4374308
0.002575665,164.4514986
0.002577946,164.4655664
0.002580228,164.4796342
0.002582509,164.493702
0.00258479,164.5077698
0.002587072,164.5218376
0.002589353,164.5359053
0.002591635,164.5499731
0.002593916,164.5640409
0.002596197,164.5781087
0.002598479,164.5921765
0.00260076,164.6062443
0.002603802,164.6345988
0.002606844,164.6629534
0.002609886,164.6913079
0.002612927,164.7196624
0.002615969,164.7480169
0.002619011,164.7763715
0.002622053,164.804726
0.002625095,164.8330805
0.002628137,164.861435
0.002631178,164.8897896
0.00263422,164.9181441
0.002637262,164.9464986
0.002640304,164.9748531
0.002643346,165.0032077
0.002646387,165.0315622
0.002649429,165.0599167
0.002652471,165.0882713
0.002655513,165.1166258
0.002658555,165.1449803
0.002661597,165.1733348
0.002664639,165.2016894
0.00266768,165.2300439
0.002670722,165.2583984
0.002673764,165.2867529
0.002676806,165.3151075
0.002679848,165.343462
0.002682889,165.3718165
0.002685931,165.400171
0.002688973,165.4285256
0.002692015,165.4568801
0.002694677,165.4708931
0.002697338,165.4849062
0.0027,165.4989192
0.002702661,165.5129323
0.002705323,165.5269453
0.002707985,165.5409584
0.002710646,165.5549714
0.002713308,165.5689845
0.002715969,165.5829975
0.002718631,165.5970106
0.002721293,165.6110236
0.002723954,165.6250367
0.002726616,165.6390497
0.002729277,165.6530628
0.002731939,165.6670758
0.002734601,165.6810888
0.002737262,165.6951019
0.002739924,165.7091149
0.002742585,165.723128
0.002745247,165.737141
0.002747909,165.7511541
0.00275057,165.7651671
0.002753232,165.7791802
0.002755893,165.7931932
0.002758555,165.8072063
0.002761217,165.8212193
0.002763878,165.8352324
0.00276654,165.8492454
0.002769201,165.8632585
